"","GEOID","total","over_200","percent"
"2111","06037700502",3099,351,11.3262342691191
"2112","06037700600",1717,922,53.6983110075713
"2113","06037700700",1112,533,47.931654676259
"2114","06037700801",2657,305,11.4791117802032
"2115","06037700802",1835,208,11.3351498637602
"2116","06037700901",1550,111,7.16129032258065
"2117","06037700902",3049,444,14.5621515250902
"2118","06037701000",2623,553,21.0827296988181
"2119","06037701100",22,3,13.6363636363636
"2120","06037701201",1577,745,47.2415979708307
"2121","06037701202",1768,318,17.9864253393665
"2122","06037701302",2801,260,9.28239914316316
"2123","06037701304",3304,1014,30.6900726392252
"2124","06037701402",4196,437,10.4146806482364
"2125","06037701501",2684,190,7.07898658718331
"2126","06037701502",1930,140,7.25388601036269
"2127","06037701601",1870,480,25.668449197861
"2128","06037701602",1972,225,11.4097363083164
"2129","06037701701",1761,89,5.05394662123793
"2130","06037701702",1654,77,4.65538089480048
"2131","06037701801",2512,174,6.92675159235669
"2132","06037701802",1787,50,2.79798545047566
"2133","06037701902",2540,191,7.51968503937008
"2134","06037702002",3106,403,12.9748873148744
"2135","06037702102",3810,591,15.511811023622
"2136","06037702201",2239,195,8.70924519874944
"2137","06037702202",1735,280,16.1383285302594
"2138","06037702300",2976,399,13.4072580645161
"2139","06037702400",1855,211,11.3746630727763
"2140","06037702501",2064,362,17.5387596899225
"2141","06037702502",2144,170,7.92910447761194
"2142","06037702600",2342,272,11.6140051238258
"2143","06037702700",1275,300,23.5294117647059
"2144","06037702801",2053,175,8.52411105698977
"2145","06037702802",824,81,9.83009708737864
"2146","06037702803",1180,122,10.3389830508475
"2147","06037702901",5514,573,10.3917301414581
"2148","06037703001",3157,152,4.81469749762433
"2149","06037703002",2983,438,14.683204827355
"2150","06037703100",2386,247,10.3520536462699
"2151","06037703200",2223,411,18.4885290148448
"2152","06037800101",1931,627,32.4702226825479
"2153","06037800102",2678,844,31.5160567587752
"2154","06037800202",1993,857,43.0005017561465
"2155","06037800203",1923,668,34.7373894955798
"2156","06037800204",1636,639,39.0586797066015
"2157","06037800324",2481,523,21.0802095929061
"2158","06037800325",1390,232,16.6906474820144
"2159","06037800326",2014,502,24.9255213505462
"2160","06037800327",1983,386,19.4654563792234
"2161","06037800328",954,146,15.3039832285115
"2162","06037800329",2511,456,18.1600955794504
"2163","06037800330",337,89,26.4094955489614
"2164","06037800331",246,63,25.609756097561
"2165","06037800332",2225,659,29.6179775280899
"2166","06037800406",815,216,26.5030674846626
"2167","06037800408",2849,1059,37.1709371709372
"2168","06037800410",608,231,37.9934210526316
"2169","06037800504",1010,304,30.0990099009901
"2170","06037800506",1361,441,32.4026451138868
"2171","06037900102",279,0,0
"2172","06037900103",1570,13,0.828025477707006
"2173","06037900104",1612,55,3.41191066997519
"2174","06037900201",392,4,1.02040816326531
"2175","06037900300",1185,13,1.09704641350211
"2176","06037900501",1809,36,1.99004975124378
"2177","06037900504",1607,15,0.933416303671437
"2178","06037900505",1242,21,1.69082125603865
"2179","06037900506",1288,7,0.543478260869565
"2180","06037900507",2167,32,1.47669589293955
"2181","06037900508",905,65,7.18232044198895
"2182","06037900602",1613,24,1.48791072535648
"2183","06037900605",2206,0,0
"2184","06037900606",1115,0,0
"2185","06037900607",1149,0,0
"2186","06037900608",970,7,0.721649484536082
"2187","06037900609",1525,0,0
"2188","06037900701",1581,11,0.695762175838077
"2189","06037900703",1634,17,1.04039167686659
"2190","06037900704",1285,0,0
"2191","06037900705",2060,118,5.72815533980583
"2192","06037900803",2549,33,1.29462534327187
"2193","06037900804",945,16,1.69312169312169
"2194","06037900805",1397,16,1.14531138153185
"2195","06037900806",1671,0,0
"2196","06037900900",1302,16,1.22887864823349
"2197","06037901003",0,0,NA
"2198","06037901004",3544,93,2.62415349887133
"2199","06037901007",691,39,5.64399421128799
"2200","06037901008",985,86,8.73096446700508
"2201","06037901009",1839,117,6.36215334420881
"2202","06037901010",1852,17,0.91792656587473
"2203","06037901011",2004,170,8.48303393213573
"2204","06037901101",1797,47,2.61547022815804
"2205","06037901102",1762,19,1.0783200908059
"2206","06037901205",3469,156,4.49697319112136
"2207","06037901209",511,10,1.95694716242661
"2208","06037901210",586,30,5.11945392491468
"2209","06037901213",1264,152,12.0253164556962
"2210","06037910001",1369,0,0
"2211","06037910002",2005,27,1.34663341645885
"2212","06037910101",391,1,0.255754475703325
"2213","06037910201",1144,29,2.53496503496504
"2214","06037910202",1697,245,14.4372421921037
"2215","06037910205",410,19,4.63414634146341
"2216","06037910206",968,49,5.06198347107438
"2217","06037910207",1605,97,6.04361370716511
"2218","06037910208",1773,26,1.46644106034969
"2219","06037910209",1261,50,3.96510705789056
"2220","06037910210",2061,123,5.96797671033479
"2221","06037910301",1394,154,11.0473457675753
"2222","06037910302",1895,197,10.3957783641161
"2223","06037910401",2144,19,0.886194029850746
"2224","06037910402",837,14,1.6726403823178
"2225","06037910403",628,0,0
"2226","06037910404",953,7,0.734522560335782
"2227","06037910501",1833,0,0
"2228","06037910502",1087,0,0
"2229","06037910504",1193,0,0
"2230","06037910505",688,2,0.290697674418605
"2231","06037910601",1501,9,0.599600266489007
"2232","06037910602",1258,0,0
"2233","06037910603",1888,38,2.01271186440678
"2234","06037910605",1116,16,1.4336917562724
"2235","06037910606",672,12,1.78571428571429
"2236","06037910705",2561,76,2.96759078484967
"2237","06037910706",1352,15,1.1094674556213
"2238","06037910707",1362,7,0.513950073421439
"2239","06037910709",447,34,7.60626398210291
"2240","06037910711",2088,12,0.574712643678161
"2241","06037910712",670,43,6.41791044776119
"2242","06037910713",1260,16,1.26984126984127
"2243","06037910714",847,15,1.77095631641086
"2244","06037910715",1745,0,0
"2245","06037910716",1612,63,3.90818858560794
"2246","06037910804",1037,81,7.81099324975892
"2247","06037910805",1443,130,9.00900900900901
"2248","06037910807",1808,210,11.6150442477876
"2249","06037910808",1137,58,5.10114335971856
"2250","06037910809",687,248,36.098981077147
"2251","06037910810",824,117,14.1990291262136
"2252","06037910811",93,37,39.7849462365591
"2253","06037910812",151,12,7.94701986754967
"2254","06037910813",1200,147,12.25
"2255","06037911001",1532,51,3.3289817232376
"2256","06037920011",42,3,7.14285714285714
"2257","06037920012",470,42,8.93617021276596
"2258","06037920013",1320,155,11.7424242424242
"2259","06037920015",1895,329,17.3614775725594
"2260","06037920016",1525,316,20.7213114754098
"2261","06037920017",1394,14,1.00430416068867
"2262","06037920018",780,39,5
"2263","06037920020",2147,232,10.8057755006986
"2264","06037920023",729,18,2.46913580246914
"2265","06037920026",89,16,17.9775280898876
"2266","06037920028",1753,82,4.67769537934969
"2267","06037920029",1221,9,0.737100737100737
"2268","06037920030",1925,110,5.71428571428571
"2269","06037920031",2519,90,3.57284636760619
"2270","06037920032",780,170,21.7948717948718
"2271","06037920033",200,0,0
"2272","06037920034",1145,70,6.11353711790393
"2273","06037920035",2223,120,5.39811066126856
"2274","06037920036",955,34,3.56020942408377
"2275","06037920037",2197,0,0
"2276","06037920038",1602,0,0
"2277","06037920039",598,72,12.0401337792642
"2278","06037920040",939,71,7.56123535676251
"2279","06037920041",922,15,1.62689804772234
"2280","06037920042",2778,137,4.93160547156228
"2281","06037920043",1690,241,14.2603550295858
"2282","06037920044",924,142,15.3679653679654
"2283","06037920045",1469,107,7.28386657590197
"2284","06037920102",1884,200,10.6157112526539
"2285","06037920104",887,135,15.2198421645998
"2286","06037920106",847,35,4.13223140495868
"2287","06037920107",1107,221,19.9638663053297
"2288","06037920108",1290,90,6.97674418604651
"2289","06037920109",1466,192,13.0968622100955
"2290","06037920110",1582,302,19.0897597977244
"2291","06037920111",1041,115,11.0470701248799
"2292","06037920112",1584,135,8.52272727272727
"2293","06037920114",2336,167,7.14897260273973
"2294","06037920115",1304,235,18.021472392638
"2295","06037920116",1583,221,13.9608338597599
"2296","06037920118",1829,233,12.7392017495899
"2297","06037920119",502,68,13.5458167330677
"2298","06037920200",0,0,NA
"2299","06037920303",513,124,24.1715399610136
"2300","06037920312",1899,193,10.1632438125329
"2301","06037920313",1824,117,6.41447368421053
"2302","06037920314",941,175,18.5972369819341
"2303","06037920322",1101,62,5.63124432334242
"2304","06037920326",2393,232,9.69494358545758
"2305","06037920328",763,147,19.2660550458716
"2306","06037920329",2171,160,7.36987563334869
"2307","06037920330",2342,280,11.9555935098207
"2308","06037920331",1514,47,3.10435931307794
"2309","06037920332",669,49,7.32436472346786
"2310","06037920334",2281,224,9.82025427444103
"2311","06037920336",1641,23,1.40158439975625
"2312","06037920337",1864,28,1.50214592274678
"2313","06037920338",1762,580,32.9171396140749
"2314","06037920339",2235,616,27.5615212527964
"2315","06037930101",79,20,25.3164556962025
"2316","06037930200",165,17,10.3030303030303
"2317","06037930301",251,2,0.796812749003984
"2318","06037980001",0,0,NA
"2319","06037980002",0,0,NA
"2320","06037980003",0,0,NA
"2321","06037980004",15,0,0
"2322","06037980005",0,0,NA
"2323","06037980006",0,0,NA
"2324","06037980007",0,0,NA
"2325","06037980008",57,0,0
"2326","06037980009",0,0,NA
"2327","06037980010",58,0,0
"2328","06037980013",0,0,NA
"2329","06037980014",34,0,0
"2330","06037980015",101,0,0
"2331","06037980018",0,0,NA
"2332","06037980019",62,12,19.3548387096774
"2333","06037980020",0,0,NA
"2334","06037980021",0,0,NA
"2335","06037980022",0,0,NA
"2336","06037980023",0,0,NA
"2337","06037980024",52,35,67.3076923076923
"2338","06037980025",0,0,NA
"2339","06037980026",23,0,0
"2340","06037980028",0,0,NA
"2341","06037980030",0,0,NA
"2342","06037980031",25,0,0
"2343","06037980033",0,0,NA
"2344","06037990100",0,0,NA
"2345","06037990200",0,0,NA
"2346","06037990300",0,0,NA
